ENSG00000134247	PTGFRN	Gene Expression
ENSG00000198162	MAN1A2	Gene Expression
ENSG00000196505	GDAP2	Gene Expression
ENSG00000065183	WDR3	Gene Expression
ENSG00000092621	PHGDH	Gene Expression
ENSG00000134240	HMGCS2	Gene Expression
ENSG00000134250	NOTCH2	Gene Expression
ENSG00000265808	SEC22B	Gene Expression
ENSG00000196369	SRGAP2B	Gene Expression
ENSG00000174827	PDZK1	Gene Expression
ENSG00000265491	RNF115	Gene Expression
ENSG00000131779	PEX11B	Gene Expression
ENSG00000265241	RBM8A	Gene Expression
ENSG00000121851	POLR3GL	Gene Expression
ENSG00000265972	TXNIP	Gene Expression
ENSG00000168509	HJV	Gene Expression
ENSG00000287978	AC245407.2	Gene Expression
ENSG00000131791	PRKAB2	Gene Expression
ENSG00000237188	AC242426.2	Gene Expression
ENSG00000131781	FMO5	Gene Expression
ENSG00000131778	CHD1L	Gene Expression
ENSG00000286019	NOTCH2NLB	Gene Expression
ENSG00000178104	PDE4DIP	Gene Expression
ENSG00000150337	FCGR1A	Gene Expression
ENSG00000178096	BOLA1	Gene Expression
ENSG00000143368	SF3B4	Gene Expression
ENSG00000014914	MTMR11	Gene Expression
ENSG00000143401	ANP32E	Gene Expression
ENSG00000117362	APH1A	Gene Expression
ENSG00000118292	C1orf54	Gene Expression
ENSG00000159208	CIART	Gene Expression
ENSG00000266472	MRPS21	Gene Expression
ENSG00000143374	TARS2	Gene Expression
ENSG00000143384	MCL1	Gene Expression
ENSG00000143420	ENSA	Gene Expression
ENSG00000143457	GOLPH3L	Gene Expression
ENSG00000163131	CTSS	Gene Expression
ENSG00000143437	ARNT	Gene Expression
ENSG00000143379	SETDB1	Gene Expression
ENSG00000143418	CERS2	Gene Expression
ENSG00000143412	ANXA9	Gene Expression
ENSG00000143409	MINDY1	Gene Expression
ENSG00000143443	C1orf56	Gene Expression
ENSG00000197622	CDC42SE1	Gene Expression
ENSG00000163156	SCNM1	Gene Expression
ENSG00000143398	PIP5K1A	Gene Expression
ENSG00000159352	PSMD4	Gene Expression
ENSG00000143416	SELENBP1	Gene Expression
ENSG00000159377	PSMB4	Gene Expression
ENSG00000143442	POGZ	Gene Expression
ENSG00000143375	CGN	Gene Expression
ENSG00000143376	SNX27	Gene Expression
ENSG00000143436	MRPL9	Gene Expression
ENSG00000143365	RORC	Gene Expression
ENSG00000197747	S100A10	Gene Expression
ENSG00000163191	S100A11	Gene Expression
ENSG00000163220	S100A9	Gene Expression
ENSG00000197956	S100A6	Gene Expression
ENSG00000196154	S100A4	Gene Expression
ENSG00000188643	S100A16	Gene Expression
ENSG00000160679	CHTOP	Gene Expression
ENSG00000143553	SNAPIN	Gene Expression
ENSG00000143621	ILF2	Gene Expression
ENSG00000143554	SLC27A3	Gene Expression
ENSG00000143614	GATAD2B	Gene Expression
ENSG00000198837	DENND4B	Gene Expression
ENSG00000143570	SLC39A1	Gene Expression
ENSG00000143543	JTB	Gene Expression
ENSG00000143545	RAB13	Gene Expression
ENSG00000177954	RPS27	Gene Expression
ENSG00000143549	TPM3	Gene Expression
ENSG00000143612	C1orf43	Gene Expression
ENSG00000143569	UBAP2L	Gene Expression
ENSG00000143575	HAX1	Gene Expression
ENSG00000160712	IL6R	Gene Expression
ENSG00000160714	UBE2Q1	Gene Expression
ENSG00000160710	ADAR	Gene Expression
ENSG00000163344	PMVK	Gene Expression
ENSG00000163346	PBXIP1	Gene Expression
ENSG00000163348	PYGO2	Gene Expression
ENSG00000160691	SHC1	Gene Expression
ENSG00000173207	CKS1B	Gene Expression
ENSG00000160688	FLAD1	Gene Expression
ENSG00000160685	ZBTB7B	Gene Expression
ENSG00000143537	ADAM15	Gene Expression
ENSG00000243364	EFNA4	Gene Expression
ENSG00000169242	EFNA1	Gene Expression
ENSG00000169241	SLC50A1	Gene Expression
ENSG00000179085	DPM3	Gene Expression
ENSG00000163463	KRTCAP2	Gene Expression
ENSG00000173171	MTX1	Gene Expression
ENSG00000177628	GBA	Gene Expression
ENSG00000116521	SCAMP3	Gene Expression
ENSG00000176444	CLK2	Gene Expression
ENSG00000143630	HCN3	Gene Expression
ENSG00000143627	PKLR	Gene Expression
ENSG00000160752	FDPS	Gene Expression
ENSG00000116539	ASH1L	Gene Expression
ENSG00000287839	AL353807.5	Gene Expression
ENSG00000163374	YY1AP1	Gene Expression
ENSG00000132676	DAP3	Gene Expression
ENSG00000116580	GON4L	Gene Expression
ENSG00000143622	RIT1	Gene Expression
ENSG00000163479	SSR2	Gene Expression
ENSG00000160803	UBQLN4	Gene Expression
ENSG00000116586	LAMTOR2	Gene Expression
ENSG00000160789	LMNA	Gene Expression
ENSG00000160785	SLC25A44	Gene Expression
ENSG00000160783	PMF1	Gene Expression
ENSG00000198952	SMG5	Gene Expression
ENSG00000198715	GLMP	Gene Expression
ENSG00000163468	CCT3	Gene Expression
ENSG00000132677	RHBG	Gene Expression
ENSG00000116604	MEF2D	Gene Expression
ENSG00000163382	NAXE	Gene Expression
ENSG00000160818	GPATCH4	Gene Expression
ENSG00000132688	NES	Gene Expression
ENSG00000143319	ISG20L2	Gene Expression
ENSG00000143303	RRNAD1	Gene Expression
ENSG00000143314	MRPL24	Gene Expression
ENSG00000143321	HDGF	Gene Expression
ENSG00000158481	CD1C	Gene Expression
ENSG00000163563	MNDA	Gene Expression
ENSG00000163565	IFI16	Gene Expression
ENSG00000213088	ACKR1	Gene Expression
ENSG00000132703	APCS	Gene Expression
ENSG00000158716	DUSP23	Gene Expression
ENSG00000158710	TAGLN2	Gene Expression
ENSG00000143315	PIGM	Gene Expression
ENSG00000162729	IGSF8	Gene Expression
ENSG00000162734	PEA15	Gene Expression
ENSG00000132716	DCAF8	Gene Expression
ENSG00000162735	PEX19	Gene Expression
ENSG00000122218	COPA	Gene Expression
ENSG00000162736	NCSTN	Gene Expression
ENSG00000158769	F11R	Gene Expression
ENSG00000215845	TSTD1	Gene Expression
ENSG00000162755	KLHDC9	Gene Expression
ENSG00000143256	PFDN2	Gene Expression
ENSG00000158793	NIT1	Gene Expression
ENSG00000143222	UFC1	Gene Expression
ENSG00000158850	B4GALT3	Gene Expression
ENSG00000158859	ADAMTS4	Gene Expression
ENSG00000158864	NDUFS2	Gene Expression
ENSG00000158869	FCER1G	Gene Expression
ENSG00000158874	APOA2	Gene Expression
ENSG00000143257	NR1I3	Gene Expression
ENSG00000248485	PCP4L1	Gene Expression
ENSG00000143252	SDHC	Gene Expression
ENSG00000143226	FCGR2A	Gene Expression
ENSG00000173110	HSPA6	Gene Expression
ENSG00000203747	FCGR3A	Gene Expression
ENSG00000081721	DUSP12	Gene Expression
ENSG00000118217	ATF6	Gene Expression
ENSG00000152332	UHMK1	Gene Expression
ENSG00000117143	UAP1	Gene Expression
ENSG00000143248	RGS5	Gene Expression
ENSG00000143198	MGST3	Gene Expression
ENSG00000143149	ALDH9A1	Gene Expression
ENSG00000143183	TMCO1	Gene Expression
ENSG00000143179	UCK2	Gene Expression
ENSG00000152382	TADA1	Gene Expression
ENSG00000143162	CREG1	Gene Expression
ENSG00000197965	MPZL1	Gene Expression
ENSG00000143158	MPC2	Gene Expression
ENSG00000143164	DCAF6	Gene Expression
ENSG00000143155	TIPRL	Gene Expression
ENSG00000228697	AL023755.1	Gene Expression
ENSG00000143153	ATP1B1	Gene Expression
ENSG00000117475	BLZF1	Gene Expression
ENSG00000198734	F5	Gene Expression
ENSG00000007933	FMO3	Gene Expression
ENSG00000117523	PRRC2C	Gene Expression
ENSG00000117533	VAMP4	Gene Expression
ENSG00000010165	EEF1AKNMT	Gene Expression
ENSG00000135845	PIGC	Gene Expression
ENSG00000094975	SUCO	Gene Expression
ENSG00000117592	PRDX6	Gene Expression
ENSG00000117593	DARS2	Gene Expression
ENSG00000234741	GAS5	Gene Expression
ENSG00000185278	ZBTB37	Gene Expression
ENSG00000117601	SERPINC1	Gene Expression
ENSG00000135870	RC3H1	Gene Expression
ENSG00000152061	RABGAP1L	Gene Expression
ENSG00000116161	CACYBP	Gene Expression
ENSG00000120333	MRPS14	Gene Expression
ENSG00000143207	COP1	Gene Expression
ENSG00000116183	PAPPA2	Gene Expression
ENSG00000120341	SEC16B	Gene Expression
ENSG00000075391	RASAL2	Gene Expression
ENSG00000116191	RALGPS2	Gene Expression
ENSG00000186283	TOR3A	Gene Expression
ENSG00000143322	ABL2	Gene Expression
ENSG00000057252	SOAT1	Gene Expression
ENSG00000169905	TOR1AIP2	Gene Expression
ENSG00000143337	TOR1AIP1	Gene Expression
ENSG00000135837	CEP350	Gene Expression
ENSG00000230124	ACBD6	Gene Expression
ENSG00000162783	IER5	Gene Expression
ENSG00000135821	GLUL	Gene Expression
ENSG00000135829	DHX9	Gene Expression
ENSG00000135862	LAMC1	Gene Expression
ENSG00000116698	SMG7	Gene Expression
ENSG00000162704	ARPC5	Gene Expression
ENSG00000198860	TSEN15	Gene Expression
ENSG00000116406	EDEM3	Gene Expression
ENSG00000116679	IVNS1ABP	Gene Expression
ENSG00000116690	PRG4	Gene Expression
ENSG00000047410	TPR	Gene Expression
ENSG00000157181	ODR4	Gene Expression
ENSG00000116750	UCHL5	Gene Expression
ENSG00000116747	RO60	Gene Expression
ENSG00000023572	GLRX2	Gene Expression
ENSG00000000971	CFH	Gene Expression
ENSG00000244414	CFHR1	Gene Expression
ENSG00000080910	CFHR2	Gene Expression
ENSG00000134389	CFHR5	Gene Expression
ENSG00000143278	F13B	Gene Expression
ENSG00000066279	ASPM	Gene Expression
ENSG00000177888	ZBTB41	Gene Expression
ENSG00000213047	DENND1B	Gene Expression
ENSG00000203724	C1orf53	Gene Expression
ENSG00000151414	NEK7	Gene Expression
ENSG00000081237	PTPRC	Gene Expression
ENSG00000162702	ZNF281	Gene Expression
ENSG00000118200	CAMSAP2	Gene Expression
ENSG00000116857	TMEM9	Gene Expression
ENSG00000198700	IPO9	Gene Expression
ENSG00000134375	TIMM17A	Gene Expression
ENSG00000176393	RNPEP	Gene Expression
ENSG00000163435	ELF3	Gene Expression
ENSG00000077152	UBE2T	Gene Expression
ENSG00000117139	KDM5B	Gene Expression
ENSG00000183155	RABIF	Gene Expression
ENSG00000159346	ADIPOR1	Gene Expression
ENSG00000159348	CYB5R1	Gene Expression
ENSG00000163444	TMEM183A	Gene Expression
ENSG00000133048	CHI3L1	Gene Expression
ENSG00000159388	BTG2	Gene Expression
ENSG00000058668	ATP2B4	Gene Expression
ENSG00000257315	ZBED6	Gene Expression
ENSG00000182004	SNRPE	Gene Expression
ENSG00000143845	ETNK2	Gene Expression
ENSG00000170498	KISS1	Gene Expression
ENSG00000174567	GOLT1A	Gene Expression
ENSG00000198625	MDM4	Gene Expression
ENSG00000117222	RBBP5	Gene Expression
ENSG00000069275	NUCKS1	Gene Expression
ENSG00000117280	RAB29	Gene Expression
ENSG00000266028	SRGAP2	Gene Expression
ENSG00000143486	EIF2D	Gene Expression
ENSG00000162889	MAPKAPK2	Gene Expression
ENSG00000123843	C4BPB	Gene Expression
ENSG00000123838	C4BPA	Gene Expression
ENSG00000196352	CD55	Gene Expression
ENSG00000117335	CD46	Gene Expression
ENSG00000174059	CD34	Gene Expression
ENSG00000123689	G0S2	Gene Expression
ENSG00000117594	HSD11B1	Gene Expression
ENSG00000117595	IRF6	Gene Expression
ENSG00000117597	UTP25	Gene Expression
ENSG00000170385	SLC30A1	Gene Expression
ENSG00000123684	LPGAT1	Gene Expression
ENSG00000143493	INTS7	Gene Expression
ENSG00000066027	PPP2R5A	Gene Expression
ENSG00000117691	NENF	Gene Expression
ENSG00000162772	ATF3	Gene Expression
ENSG00000136643	RPS6KC1	Gene Expression
ENSG00000117707	PROX1	Gene Expression
ENSG00000143499	SMYD2	Gene Expression
ENSG00000136636	KCTD3	Gene Expression
ENSG00000067533	RRP15	Gene Expression
ENSG00000143353	LYPLAL1	Gene Expression
ENSG00000196660	SLC30A10	Gene Expression
ENSG00000136628	EPRS	Gene Expression
ENSG00000067704	IARS2	Gene Expression
ENSG00000118873	RAB3GAP2	Gene Expression
ENSG00000162817	C1orf115	Gene Expression
ENSG00000117791	MARC2	Gene Expression
ENSG00000186205	MARC1	Gene Expression
ENSG00000143507	DUSP10	Gene Expression
ENSG00000143498	TAF1A	Gene Expression
ENSG00000154305	MIA3	Gene Expression
ENSG00000186063	AIDA	Gene Expression
ENSG00000162819	BROX	Gene Expression
ENSG00000154309	DISP1	Gene Expression
ENSG00000162909	CAPN2	Gene Expression
ENSG00000143514	TP53BP2	Gene Expression
ENSG00000143756	FBXO28	Gene Expression
ENSG00000143753	DEGS1	Gene Expression
ENSG00000143771	CNIH4	Gene Expression
ENSG00000143815	LBR	Gene Expression
ENSG00000154380	ENAH	Gene Expression
ENSG00000143742	SRP9	Gene Expression
ENSG00000143819	EPHX1	Gene Expression
ENSG00000143811	PYCR2	Gene Expression
ENSG00000163041	H3F3A	Gene Expression
ENSG00000183814	LIN9	Gene Expression
